customer_id,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,address_zip,bank_routing_number,home_phone_type,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money
c28857a6b2,Approved,FALSE,1300,TRUE,4/10/2011 17:55,5,TRUE,10,57108,91400046,Mobile,2400,762,565,614,645,607
19c13e1fd5,Approved,FALSE,500,TRUE,4/10/2011 20:02,5,TRUE,5,83350,324170179,Home,1800,492,581,644,677,615
a8e07842aa,Approved,TRUE,1300,TRUE,4/10/2011 21:15,8,TRUE,13,84095,63192874,Mobile,18500,639,514,503,649,562
6886d0776b,Approved,FALSE,0,FALSE,4/10/2011 22:00,8,TRUE,8,84414,124002971,Mobile,3429,734,602,650,693,626
568c679ad3,Approved,TRUE,750,TRUE,4/11/2011 7:10,8,TRUE,17,83854,323173313,Mobile,1492,574,591,637,668,629
ab0ef96995,Approved,TRUE,800,TRUE,4/11/2011 8:26,5,TRUE,10,84095,124001545,Work,3500,556,547,563,672,585
749c009449,Approved,FALSE,120,TRUE,4/11/2011 10:08,8,TRUE,6,83623,324173383,Mobile,1194,493,603,687,717,591
cacd08f560,Approved,TRUE,250,TRUE,4/11/2011 14:32,5,TRUE,5,84754,124002971,Mobile,782,572,577,604,647,577
76897aa57d,Approved,FALSE,0,TRUE,4/11/2011 16:35,5,TRUE,5,84601,124002971,Home,2419,660,701,738,789,641
e5e34472d3,Approved,FALSE,1803,TRUE,4/12/2011 6:16,6,TRUE,6,57049,73000545,Mobile,4175,765,555,585,680,605
1e504cd34b,Approved,TRUE,443,TRUE,4/12/2011 9:37,8,TRUE,6,83703,123103729,Home,1368,460,543,568,680,596
c5bf16c5fb,Approved,TRUE,500,TRUE,4/12/2011 11:49,5,TRUE,5,84095,124002971,Mobile,2800,573,619,654,711,623
4cfe2ba89f,Approved,TRUE,540,TRUE,4/12/2011 14:15,5,TRUE,5,84074,124001545,Home,1664,50,568,566,669,613
c9d4a589c6,Approved,FALSE,400,TRUE,4/12/2011 18:18,8,TRUE,12,84302,124002971,Mobile,2830,661,581,629,656,611
aead64de47,Approved,TRUE,650,FALSE,4/13/2011 10:21,8,TRUE,6,83706,123103729,Mobile,1800,521,517,554,596,585
925711008c,Approved,TRUE,600,TRUE,4/13/2011 12:38,6,TRUE,6,84041,124001545,Mobile,1200,576,602,643,640,614
83327e8cca,Approved,TRUE,350,TRUE,4/13/2011 13:24,8,TRUE,6,84111,124002971,Home,1213,596,554,560,652,610
4c1d863cf2,Approved,TRUE,595,TRUE,4/13/2011 14:54,5,TRUE,10,83440,324173082,Mobile,3000,677,631,649,699,594
f906d3d0e9,Approved,TRUE,0,FALSE,4/13/2011 14:59,8,TRUE,6,83646,123103729,Mobile,1500,548,517,537,594,583
14531887a5,Approved,TRUE,0,TRUE,4/13/2011 16:16,8,TRUE,6,83617,324172575,Home,727,454,538,554,663,606
e2ef95a963,Approved,TRUE,1075,TRUE,4/13/2011 17:17,8,TRUE,17,84043,124001545,Mobile,2400,297,616,657,691,632
7d9f7a9bc1,Approved,TRUE,350,FALSE,4/14/2011 3:06,8,TRUE,13,84119,124001545,Mobile,1800,513,536,569,633,578
3aaad2bac4,Approved,TRUE,0,TRUE,4/14/2011 7:11,6,TRUE,13,84044,124001545,Mobile,1700,567,548,556,661,579
f9f022a917,Approved,FALSE,590,FALSE,4/14/2011 8:29,5,TRUE,5,83660,124103799,Mobile,2500,716,515,524,634,581
afab5b6797,Approved,TRUE,400,TRUE,4/14/2011 8:42,5,TRUE,5,83687,123271978,Mobile,1750,523,552,590,586,569
547b3010e0,Approved,TRUE,700,FALSE,4/14/2011 10:28,8,TRUE,13,83651,324172575,Mobile,2240,576,599,614,594,581
588c4320ab,Approved,FALSE,578,FALSE,4/14/2011 11:05,3,TRUE,3,84624,124000054,Home,2700,243,574,620,630,623
e9d38a9b86,Approved,FALSE,900,TRUE,4/14/2011 12:05,8,TRUE,8,84128,124001545,Home,5200,663,712,721,761,627
1db2752b95,Approved,TRUE,550,TRUE,4/14/2011 15:26,8,TRUE,8,83704,324172575,Home,2289,614,551,592,680,615
c8a7ec02ed,Approved,FALSE,0,TRUE,4/14/2011 16:09,5,TRUE,10,84120,124302150,Home,1340,638,521,547,680,572
987c53d9df,Approved,TRUE,1200,TRUE,4/14/2011 16:12,8,TRUE,12,84054,124302150,Mobile,5400,546,621,613,631,617
d7de49b247,Approved,FALSE,1600,TRUE,4/14/2011 16:39,5,TRUE,10,84032,124000054,Home,2600,597,620,665,705,646
8de9f1b3f6,Approved,TRUE,600,TRUE,4/14/2011 16:41,5,TRUE,10,84770,124302930,Mobile,1800,514,570,591,581,601
e73f167de6,Approved,FALSE,0,TRUE,4/15/2011 8:16,5,TRUE,10,83301,124000054,Mobile,4000,460,573,633,678,602
9b1583e213,Approved,TRUE,1200,TRUE,4/15/2011 10:27,5,TRUE,5,84062,124302914,Mobile,5000,550,614,667,692,640
6765c9a8e7,Approved,TRUE,0,TRUE,4/15/2011 13:10,5,TRUE,5,83211,123271978,Mobile,1058,541,546,627,656,596
a7e1fb3b3b,Approved,FALSE,627,TRUE,4/16/2011 10:12,5,TRUE,5,57201,91400046,Home,3600,252,604,639,660,618
e5f45df0b3,Approved,TRUE,450,TRUE,4/16/2011 10:54,6,TRUE,13,83642,324173626,Mobile,1050,598,530,532,658,587
7d79693f27,Approved,TRUE,400,FALSE,4/16/2011 11:43,5,TRUE,10,84118,51000017,Mobile,1600,290,512,569,622,593
fad249a5e8,Approved,FALSE,350,TRUE,4/16/2011 13:24,8,TRUE,6,84067,324377516,Mobile,1091,492,566,629,648,610
b3d228d556,Approved,TRUE,500,FALSE,4/16/2011 16:58,8,TRUE,12,84058,324377516,Mobile,2400,732,579,590,680,613
2c323666f6,Approved,FALSE,490,TRUE,4/16/2011 18:37,5,TRUE,10,57719,91408734,Home,1000,534,538,574,669,594
0aeed95009,Approved,TRUE,0,TRUE,4/16/2011 18:45,3,TRUE,6,84065,124002971,Mobile,1600,616,583,591,680,622
755f6707c9,Approved,TRUE,529,TRUE,4/16/2011 21:48,8,TRUE,8,84116,324079555,Mobile,2050,583,612,649,659,628
9e9ca8f361,Approved,TRUE,900,TRUE,4/17/2011 11:24,8,TRUE,13,84029,124001545,Mobile,3626,573,543,556,657,588
0f7b7c2c37,Approved,TRUE,650,TRUE,4/17/2011 12:06,5,TRUE,10,83858,123103716,Mobile,1800,329,571,616,650,618
d42be20081,Approved,TRUE,375,TRUE,4/17/2011 21:15,5,TRUE,10,83318,123103729,Mobile,960,583,525,567,680,604
